weaponid	weaponfield	name	weaponname	info	Qualitylevel	qualitynumber	Qualityframe	icon	gs	outfitnumber	gem_count	enchant_count	enchant_money_need	enchant_item_need_211	enchant_item_need_212	enchant_item_need_213	enchant_item_need_214	enchant_item_need_215	att	def	hp	hprecover	crit	critdamage	ignoredef	hpabsorb	movespeed	tough	ModelName	local_position	local_euler_angles	local_scale	AttackList	SkillList	WalkAnimName	m_idleAnimName
4000	3	刀枪不入	白色刺客胸甲1	白色刺客胸甲1	white	0.048	zb_hover_1	Icon_zb_020	23.0	0.230	1	1	0	1	0	0	0	0	0	0	0	0	35	0	0	0	0	0	null				null	null	null	null
4001	3	刀枪不入	白色刺客胸甲1	白色刺客胸甲1	white	0.049	zb_hover_1	Icon_zb_020	27.6	0.276	1	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	null				null	null	null	null
4002	3	刀枪不入	白色刺客胸甲1	白色刺客胸甲1	white	0.050	zb_hover_1	Icon_zb_020	27.8	0.278	0	1	0	1	0	0	0	0	0	0	0	0	62	0	0	0	0	0	null				null	null	null	null
4003	3	刀枪不入	白色刺客胸甲1	白色刺客胸甲1	white	0.051	zb_hover_1	Icon_zb_020	50.0	0.500	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	null				null	null	null	null
4004	3	刀枪不入	白色刺客胸甲1	白色刺客胸甲1	white	0.051	zb_hover_1	Icon_zb_020	54.8	0.548	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	null				null	null	null	null
4005	3	防弹衣	蓝色刺客胸甲2	蓝色刺客胸甲2	blue	0.048	zb_hover_2	Icon_zb_021	48.0	0.480	2	2	0	2	1	0	0	0	0	0	0	0	75	0	0	0	0	0	null				null	null	null	null
4006	3	防弹衣	蓝色刺客胸甲2	蓝色刺客胸甲2	blue	0.050	zb_hover_2	Icon_zb_021	44.6	0.446	1	1	0	1	0	0	0	0	0	0	0	0	89	0	0	0	0	0	null				null	null	null	null
4007	3	防弹衣	蓝色刺客胸甲2	蓝色刺客胸甲2	blue	0.050	zb_hover_2	Icon_zb_021	52.8	0.528	1	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	null				null	null	null	null
4008	3	防弹衣	蓝色刺客胸甲2	蓝色刺客胸甲2	blue	0.051	zb_hover_2	Icon_zb_021	56.8	0.568	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	null				null	null	null	null
4009	3	振奋铠甲	紫色刺客胸甲3	紫色刺客胸甲3	purple	0.048	zb_hover_3	Icon_zb_022	75.0	0.750	3	3	0	3	2	1	0	0	0	0	0	0	120	0	0	0	0	0	null				null	null	null	null
4010	3	振奋铠甲	紫色刺客胸甲3	紫色刺客胸甲3	purple	0.049	zb_hover_3	Icon_zb_022	74.4	0.744	2	2	0	2	1	0	0	0	0	0	0	0	141	0	0	0	0	0	null				null	null	null	null
4011	3	振奋铠甲	紫色刺客胸甲3	紫色刺客胸甲3	purple	0.050	zb_hover_3	Icon_zb_022	74.6	0.746	1	1	0	1	0	0	0	0	0	0	0	0	164	0	0	0	0	0	null				null	null	null	null
4012	3	振奋铠甲	紫色刺客胸甲3	紫色刺客胸甲3	purple	0.051	zb_hover_3	Icon_zb_022	77.2	0.772	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	null				null	null	null	null
4013	3	荆棘之甲	金色刺客胸甲4	金色刺客胸甲4	gold	0.050	zb_hover_4	Icon_zb_023	74.2	0.742	4	4	0	4	1	2	1	0	0	0	0	0	175	0	0	0	0	0	null				null	null	null	null
4014	3	影魔T恤	橙色刺客胸甲5	橙色刺客胸甲5	epic	0.051	zb_hover_5	Icon_zb_024	75.0	0.750	5	5	0	5	4	3	2	1	0	0	0	0	200	0	0	0	0	0	null				null	null	null	null
4100	3	刀枪不入	白色法师胸甲1	白色法师胸甲1	white	0.053	zb_hover_1	Icon_zb_120	22.5	0.225	1	1	0	1	0	0	0	0	0	0	180	0	0	0	0	0	0	0	null				null	null	null	null
4101	3	刀枪不入	白色法师胸甲1	白色法师胸甲1	white	0.053	zb_hover_1	Icon_zb_120	26.8	0.268	1	1	0	1	0	0	0	0	0	0	237	0	0	0	0	0	0	0	null				null	null	null	null
4102	3	刀枪不入	白色法师胸甲1	白色法师胸甲1	white	0.054	zb_hover_1	Icon_zb_120	59.5	0.596	1	0	0	0	0	0	0	0	0	0	714	0	0	0	0	0	0	0	null				null	null	null	null
4103	3	刀枪不入	白色法师胸甲1	白色法师胸甲1	white	0.054	zb_hover_1	Icon_zb_120	130.6	1.306	0	0	0	0	0	0	0	0	0	0	1741	0	0	0	0	0	0	0	null				null	null	null	null
4104	3	刀枪不入	白色法师胸甲1	白色法师胸甲1	white	0.054	zb_hover_1	Icon_zb_120	148.8	1.488	0	0	0	0	0	0	0	0	0	0	1984	0	0	0	0	0	0	0	null				null	null	null	null
4105	3	防弹衣	蓝色法师胸甲2	蓝色法师胸甲2	blue	0.053	zb_hover_2	Icon_zb_121	51.8	0.518	2	2	0	2	1	0	0	0	0	0	450	0	0	0	0	0	0	0	null				null	null	null	null
4106	3	防弹衣	蓝色法师胸甲2	蓝色法师胸甲2	blue	0.054	zb_hover_2	Icon_zb_121	78.5	0.785	2	1	0	1	0	0	0	0	0	0	847	0	0	0	0	0	0	0	null				null	null	null	null
4107	3	防弹衣	蓝色法师胸甲2	蓝色法师胸甲2	blue	0.054	zb_hover_2	Icon_zb_121	134.9	1.349	1	1	0	1	0	0	0	0	0	0	1679	0	0	0	0	0	0	0	null				null	null	null	null
4108	3	防弹衣	蓝色法师胸甲2	蓝色法师胸甲2	blue	0.054	zb_hover_2	Icon_zb_121	166.7	1.667	0	0	0	0	0	0	0	0	0	0	2223	0	0	0	0	0	0	0	null				null	null	null	null
4109	3	振奋铠甲	紫色法师胸甲3	紫色法师胸甲3	purple	0.054	zb_hover_3	Icon_zb_122	117.0	1.170	3	3	0	3	2	1	0	0	0	0	1200	0	0	0	0	0	0	0	null				null	null	null	null
4110	3	振奋铠甲	紫色法师胸甲3	紫色法师胸甲3	purple	0.054	zb_hover_3	Icon_zb_122	140.8	1.409	2	2	0	2	1	0	0	0	0	0	1638	0	0	0	0	0	0	0	null				null	null	null	null
4111	3	振奋铠甲	紫色法师胸甲3	紫色法师胸甲3	purple	0.054	zb_hover_3	Icon_zb_122	194.5	1.945	1	1	0	1	0	0	0	0	0	0	2473	0	0	0	0	0	0	0	null				null	null	null	null
4112	3	振奋铠甲	紫色法师胸甲3	紫色法师胸甲3	purple	0.054	zb_hover_3	Icon_zb_122	201.1	2.011	0	0	0	0	0	0	0	0	0	0	2681	0	0	0	0	0	0	0	null				null	null	null	null
4113	3	荆棘之甲	金色法师胸甲4	金色法师胸甲4	gold	0.054	zb_hover_4	Icon_zb_123	119.7	1.197	4	4	0	4	3	2	1	0	0	0	1800	0	0	0	0	0	0	0	null				null	null	null	null
4114	3	影魔T恤	橙色法师胸甲5	橙色法师胸甲5	epic	0.054	zb_hover_5	Icon_zb_124	162.0	1.620	5	5	0	5	4	3	2	1	0	0	3000	0	0	0	0	0	0	0	null				null	null	null	null
4200	3	刀枪不入	白色战士胸甲1	白色战士胸甲1	white	0.053	zb_hover_1	Icon_zb_230	22.5	0.225	1	1	0	1	0	0	0	0	0	0	90	0	0	0	0	0	0	0	null				null	null	null	null
4201	3	刀枪不入	白色战士胸甲1	白色战士胸甲1	white	0.054	zb_hover_1	Icon_zb_230	37.6	0.376	1	0	0	0	0	0	0	0	0	0	421	0	0	0	0	0	0	0	null				null	null	null	null
4202	3	刀枪不入	白色战士胸甲1	白色战士胸甲1	white	0.054	zb_hover_1	Icon_zb_230	32.0	0.320	0	1	0	1	0	0	0	0	0	0	387	0	0	0	0	0	0	0	null				null	null	null	null
4203	3	刀枪不入	白色战士胸甲1	白色战士胸甲1	white	0.054	zb_hover_1	Icon_zb_230	119.2	1.192	0	0	0	0	0	0	0	0	0	0	1589	0	0	0	0	0	0	0	null				null	null	null	null
4204	3	刀枪不入	白色战士胸甲1	白色战士胸甲1	white	0.054	zb_hover_1	Icon_zb_230	131.2	1.312	0	0	0	0	0	0	0	0	0	0	1749	0	0	0	0	0	0	0	null				null	null	null	null
4205	3	防弹衣	蓝色战士胸甲2	蓝色战士胸甲2	blue	0.054	zb_hover_2	Icon_zb_231	73.3	0.734	2	2	0	2	1	0	0	0	0	0	738	0	0	0	0	0	0	0	null				null	null	null	null
4206	3	防弹衣	蓝色战士胸甲2	蓝色战士胸甲2	blue	0.054	zb_hover_2	Icon_zb_231	85.7	0.857	2	1	0	1	0	0	0	0	0	0	943	0	0	0	0	0	0	0	null				null	null	null	null
4207	3	防弹衣	蓝色战士胸甲2	蓝色战士胸甲2	blue	0.054	zb_hover_2	Icon_zb_231	147.4	1.475	1	1	0	1	0	0	0	0	0	0	1846	0	0	0	0	0	0	0	null				null	null	null	null
4208	3	防弹衣	蓝色战士胸甲2	蓝色战士胸甲2	blue	0.054	zb_hover_2	Icon_zb_231	163.2	1.632	0	0	0	0	0	0	0	0	0	0	2176	0	0	0	0	0	0	0	null				null	null	null	null
4209	3	振奋铠甲	紫色战士胸甲3	紫色战士胸甲3	purple	0.054	zb_hover_3	Icon_zb_232	141.5	1.415	3	3	0	3	2	1	0	0	0	0	1527	0	0	0	0	0	0	0	null				null	null	null	null
4210	3	振奋铠甲	紫色战士胸甲3	紫色战士胸甲3	purple	0.054	zb_hover_3	Icon_zb_232	163.1	1.631	2	2	0	2	1	0	0	0	0	0	1934	0	0	0	0	0	0	0	null				null	null	null	null
4211	3	振奋铠甲	紫色战士胸甲3	紫色战士胸甲3	purple	0.054	zb_hover_3	Icon_zb_232	195.2	1.952	1	1	0	1	0	0	0	0	0	0	2483	0	0	0	0	0	0	0	null				null	null	null	null
4212	3	振奋铠甲	紫色战士胸甲3	紫色战士胸甲3	purple	0.054	zb_hover_3	Icon_zb_232	195.8	1.958	0	0	0	0	0	0	0	0	0	0	2611	0	0	0	0	0	0	0	null				null	null	null	null
4213	3	荆棘之甲	金色战士胸甲4	金色战士胸甲4	gold	0.054	zb_hover_4	Icon_zb_233	119.7	1.197	4	4	0	4	3	2	1	0	0	0	1800	0	0	0	0	0	0	0	null				null	null	null	null
4214	3	影魔T恤	橙色战士胸甲5	橙色战士胸甲5	epic	0.054	zb_hover_5	Icon_zb_234	162.0	1.620	5	5	0	5	4	3	2	1	0	0	3000	0	0	0	0	0	0	0	null				null	null	null	null
5000	4	白色手腕	白色刺客手腕1	白色刺客手腕1	white	0.045	zb_hover_1	Icon_zb_040	15.0	0.150	1	1	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	null				null	null	null	null
5001	4	白色手腕	白色刺客手腕1	白色刺客手腕1	white	0.050	zb_hover_1	Icon_zb_040	11.0	0.110	1	1	0	1	0	0	0	0	27	0	0	0	0	0	0	0	0	0	null				null	null	null	null
5002	4	白色手腕	白色刺客手腕1	白色刺客手腕1	white	0.053	zb_hover_1	Icon_zb_040	11.7	0.117	1	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	null				null	null	null	null
5003	4	白色手腕	白色刺客手腕1	白色刺客手腕1	white	0.054	zb_hover_1	Icon_zb_040	10.9	0.109	0	1	0	1	0	0	0	0	105	0	0	0	0	0	0	0	0	0	null				null	null	null	null
5004	4	白色手腕	白色刺客手腕1	白色刺客手腕1	white	0.054	zb_hover_1	Icon_zb_040	9.9	0.099	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	null				null	null	null	null
5005	4	蓝色手腕	蓝色刺客手腕2	蓝色刺客手腕2	blue	0.051	zb_hover_2	Icon_zb_041	22.1	0.221	2	2	0	2	1	0	0	0	55	0	0	0	0	0	0	0	0	0	null				null	null	null	null
5006	4	蓝色手腕	蓝色刺客手腕2	蓝色刺客手腕2	blue	0.052	zb_hover_2	Icon_zb_041	17.5	0.175	2	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	null				null	null	null	null
5007	4	蓝色手腕	蓝色刺客手腕2	蓝色刺客手腕2	blue	0.053	zb_hover_2	Icon_zb_041	18.3	0.183	1	1	0	1	0	0	0	0	124	0	0	0	0	0	0	0	0	0	null				null	null	null	null
5008	4	蓝色手腕	蓝色刺客手腕2	蓝色刺客手腕2	blue	0.053	zb_hover_2	Icon_zb_041	17.0	0.170	1	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	null				null	null	null	null
5009	4	鬼手	紫色刺客手腕3	紫色刺客手腕3	purple	0.052	zb_hover_3	Icon_zb_042	36.0	0.360	3	3	0	3	2	1	0	0	120	0	0	0	0	0	0	0	0	0	null				null	null	null	null
5010	4	鬼手	紫色刺客手腕3	紫色刺客手腕3	purple	0.053	zb_hover_3	Icon_zb_042	28.6	0.287	2	2	0	2	1	0	0	0	142	0	0	0	0	0	0	0	0	0	null				null	null	null	null
5011	4	鬼手	紫色刺客手腕3	紫色刺客手腕3	purple	0.053	zb_hover_3	Icon_zb_042	21.1	0.211	1	1	0	1	0	0	0	0	161	0	0	0	0	0	0	0	0	0	null				null	null	null	null
5012	4	鬼手	紫色刺客手腕3	紫色刺客手腕3	purple	0.054	zb_hover_3	Icon_zb_042	14.2	0.142	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	null				null	null	null	null
5013	4	璀璨手腕	金色刺客手腕4	金色刺客手腕4	gold	0.050	zb_hover_4	Icon_zb_043	72.8	0.728	4	4	0	4	3	2	1	0	170	0	0	0	0	0	0	0	0	0	null				null	null	null	null
5014	4	麒麟手腕	橙色刺客手腕5	橙色刺客手腕5	epic	0.051	zb_hover_5	Icon_zb_044	75.0	0.750	5	5	0	5	4	3	2	1	200	0	0	0	0	0	0	0	0	0	null				null	null	null	null
5100	4	白色手腕	白色法师手腕1	白色法师手腕1	white	0.048	zb_hover_1	Icon_zb_140	23.0	0.230	1	1	0	1	0	0	0	0	0	0	0	0	0	35	0	0	0	0	null				null	null	null	null
5101	4	白色手腕	白色法师手腕1	白色法师手腕1	white	0.053	zb_hover_1	Icon_zb_140	10.4	0.104	1	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	null				null	null	null	null
5102	4	白色手腕	白色法师手腕1	白色法师手腕1	white	0.053	zb_hover_1	Icon_zb_140	8.6	0.086	0	1	0	1	0	0	0	0	0	0	0	0	0	74	0	0	0	0	null				null	null	null	null
5103	4	白色手腕	白色法师手腕1	白色法师手腕1	white	0.054	zb_hover_1	Icon_zb_140	7.8	0.078	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	null				null	null	null	null
5104	4	白色手腕	白色法师手腕1	白色法师手腕1	white	0.054	zb_hover_1	Icon_zb_140	9.2	0.092	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	null				null	null	null	null
5105	4	蓝色手腕	蓝色法师手腕2	蓝色法师手腕2	blue	0.051	zb_hover_2	Icon_zb_141	23.6	0.236	2	2	0	2	1	0	0	0	0	0	0	0	0	75	0	0	0	0	null				null	null	null	null
5106	4	蓝色手腕	蓝色法师手腕2	蓝色法师手腕2	blue	0.052	zb_hover_2	Icon_zb_141	21.8	0.218	2	1	0	1	0	0	0	0	0	0	0	0	0	91	0	0	0	0	null				null	null	null	null
5107	4	蓝色手腕	蓝色法师手腕2	蓝色法师手腕2	blue	0.053	zb_hover_2	Icon_zb_141	18.5	0.185	1	1	0	1	0	0	0	0	0	0	0	0	0	127	0	0	0	0	null				null	null	null	null
5108	4	蓝色手腕	蓝色法师手腕2	蓝色法师手腕2	blue	0.054	zb_hover_2	Icon_zb_141	14.5	0.145	0	1	0	1	0	0	0	0	0	0	0	0	0	153	0	0	0	0	null				null	null	null	null
5109	4	鬼手	紫色法师手腕3	紫色法师手腕3	purple	0.052	zb_hover_3	Icon_zb_142	36.0	0.360	3	3	0	3	2	1	0	0	0	0	0	0	0	120	0	0	0	0	null				null	null	null	null
5110	4	鬼手	紫色法师手腕3	紫色法师手腕3	purple	0.053	zb_hover_3	Icon_zb_142	29.0	0.290	2	2	0	2	1	0	0	0	0	0	0	0	0	147	0	0	0	0	null				null	null	null	null
5111	4	鬼手	紫色法师手腕3	紫色法师手腕3	purple	0.053	zb_hover_3	Icon_zb_142	21.1	0.212	1	1	0	1	0	0	0	0	0	0	0	0	0	162	0	0	0	0	null				null	null	null	null
5112	4	鬼手	紫色法师手腕3	紫色法师手腕3	purple	0.054	zb_hover_3	Icon_zb_142	13.6	0.136	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	null				null	null	null	null
5113	4	璀璨手腕	金色法师手腕4	金色法师手腕4	gold	0.050	zb_hover_4	Icon_zb_143	74.2	0.742	4	4	0	4	3	2	1	0	0	0	0	0	0	175	0	0	0	0	null				null	null	null	null
5114	4	麒麟手腕	橙色法师手腕5	橙色法师手腕5	epic	0.051	zb_hover_5	Icon_zb_144	75.0	0.750	5	5	0	5	4	3	2	1	0	0	0	0	0	200	0	0	0	0	null				null	null	null	null
5200	4	白色手腕	白色战士手腕1	白色战士手腕1	white	0.050	zb_hover_1	Icon_zb_240	23.4	0.234	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	48	0	0	null				null	null	null	null
5201	4	白色手腕	白色战士手腕1	白色战士手腕1	white	0.053	zb_hover_1	Icon_zb_240	11.0	0.110	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	null				null	null	null	null
5202	4	白色手腕	白色战士手腕1	白色战士手腕1	white	0.053	zb_hover_1	Icon_zb_240	9.7	0.097	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	89	0	0	null				null	null	null	null
5203	4	白色手腕	白色战士手腕1	白色战士手腕1	white	0.054	zb_hover_1	Icon_zb_240	9.3	0.093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	null				null	null	null	null
5204	4	白色手腕	白色战士手腕1	白色战士手腕1	white	0.054	zb_hover_1	Icon_zb_240	10.7	0.107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	null				null	null	null	null
5205	4	蓝色手腕	蓝色战士手腕2	蓝色战士手腕2	blue	0.052	zb_hover_2	Icon_zb_241	24.1	0.242	2	2	0	2	1	0	0	0	0	0	0	0	0	0	0	82	0	0	null				null	null	null	null
5206	4	蓝色手腕	蓝色战士手腕2	蓝色战士手腕2	blue	0.053	zb_hover_2	Icon_zb_241	19.2	0.192	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	null				null	null	null	null
5207	4	蓝色手腕	蓝色战士手腕2	蓝色战士手腕2	blue	0.053	zb_hover_2	Icon_zb_241	20.6	0.206	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	154	0	0	null				null	null	null	null
5208	4	蓝色手腕	蓝色战士手腕2	蓝色战士手腕2	blue	0.053	zb_hover_2	Icon_zb_241	19.6	0.196	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	null				null	null	null	null
5209	4	鬼手	紫色战士手腕3	紫色战士手腕3	purple	0.052	zb_hover_3	Icon_zb_242	37.8	0.378	3	3	0	3	2	1	0	0	0	0	0	0	0	0	0	144	0	0	null				null	null	null	null
5210	4	鬼手	紫色战士手腕3	紫色战士手腕3	purple	0.053	zb_hover_3	Icon_zb_242	30.2	0.302	2	2	0	2	1	0	0	0	0	0	0	0	0	0	0	163	0	0	null				null	null	null	null
5211	4	鬼手	紫色战士手腕3	紫色战士手腕3	purple	0.053	zb_hover_3	Icon_zb_242	22.8	0.228	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	184	0	0	null				null	null	null	null
5212	4	鬼手	紫色战士手腕3	紫色战士手腕3	purple	0.054	zb_hover_3	Icon_zb_242	15.1	0.151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	null				null	null	null	null
5213	4	璀璨手腕	金色战士手腕4	金色战士手腕4	gold	0.051	zb_hover_4	Icon_zb_243	60.7	0.607	4	4	0	4	3	2	1	0	0	0	0	0	0	0	0	169	0	0	null				null	null	null	null
5214	4	麒麟手腕	橙色战士手腕5	橙色战士手腕5	epic	0.052	zb_hover_5	Icon_zb_244	69.1	0.691	5	5	0	5	4	3	2	1	0	0	0	0	0	0	0	234	0	0	null				null	null	null	null
6000	5	巨人腰带	白色刺客腰带1	白色刺客腰带1	white	0.053	zb_hover_1	Icon_zb_050	22.5	0.225	1	1	0	1	0	0	0	0	0	0	180	0	0	0	0	0	0	0	null				null	null	null	null
6001	5	巨人腰带	白色刺客腰带1	白色刺客腰带1	white	0.054	zb_hover_1	Icon_zb_050	38.8	0.388	1	0	0	0	0	0	0	0	0	0	437	0	0	0	0	0	0	0	null				null	null	null	null
6002	5	巨人腰带	白色刺客腰带1	白色刺客腰带1	white	0.054	zb_hover_1	Icon_zb_050	61.3	0.613	0	1	0	1	0	0	0	0	0	0	777	0	0	0	0	0	0	0	null				null	null	null	null
6003	5	巨人腰带	白色刺客腰带1	白色刺客腰带1	white	0.054	zb_hover_1	Icon_zb_050	122.0	1.220	0	0	0	0	0	0	0	0	0	0	1627	0	0	0	0	0	0	0	null				null	null	null	null
6004	5	巨人腰带	白色刺客腰带1	白色刺客腰带1	white	0.054	zb_hover_1	Icon_zb_050	147.8	1.478	0	0	0	0	0	0	0	0	0	0	1970	0	0	0	0	0	0	0	null				null	null	null	null
6005	5	比蒙腰带	蓝色刺客腰带2	蓝色刺客腰带2	blue	0.053	zb_hover_2	Icon_zb_051	51.8	0.518	2	2	0	2	1	0	0	0	0	0	450	0	0	0	0	0	0	0	null				null	null	null	null
6006	5	比蒙腰带	蓝色刺客腰带2	蓝色刺客腰带2	blue	0.054	zb_hover_2	Icon_zb_051	93.3	0.933	2	0	0	0	0	0	0	0	0	0	1084	0	0	0	0	0	0	0	null				null	null	null	null
6007	5	比蒙腰带	蓝色刺客腰带2	蓝色刺客腰带2	blue	0.054	zb_hover_2	Icon_zb_051	141.2	1.412	1	1	0	1	0	0	0	0	0	0	1762	0	0	0	0	0	0	0	null				null	null	null	null
6008	5	比蒙腰带	蓝色刺客腰带2	蓝色刺客腰带2	blue	0.054	zb_hover_2	Icon_zb_051	174.2	1.742	1	2	0	2	1	0	0	0	0	0	2163	0	0	0	0	0	0	0	null				null	null	null	null
6009	5	泰坦腰带	紫色刺客腰带3	紫色刺客腰带3	purple	0.054	zb_hover_3	Icon_zb_052	117.0	1.170	3	3	0	3	2	1	0	0	0	0	1200	0	0	0	0	0	0	0	null				null	null	null	null
6010	5	泰坦腰带	紫色刺客腰带3	紫色刺客腰带3	purple	0.054	zb_hover_3	Icon_zb_052	157.1	1.571	2	2	0	2	1	0	0	0	0	0	1855	0	0	0	0	0	0	0	null				null	null	null	null
6011	5	泰坦腰带	紫色刺客腰带3	紫色刺客腰带3	purple	0.054	zb_hover_3	Icon_zb_052	177.5	1.775	1	1	0	1	0	0	0	0	0	0	2247	0	0	0	0	0	0	0	null				null	null	null	null
6012	5	泰坦腰带	紫色刺客腰带3	紫色刺客腰带3	purple	0.054	zb_hover_3	Icon_zb_052	197.0	1.970	0	0	0	0	0	0	0	0	0	0	2627	0	0	0	0	0	0	0	null				null	null	null	null
6013	5	黄金腰带	金色刺客腰带4	金色刺客腰带4	gold	0.054	zb_hover_4	Icon_zb_053	119.7	1.197	4	4	0	4	3	2	1	0	0	0	1800	0	0	0	0	0	0	0	null				null	null	null	null
6014	5	祖传腰带	橙色刺客腰带5	橙色刺客腰带5	epic	0.054	zb_hover_5	Icon_zb_054	162.0	1.620	5	5	0	5	4	3	2	1	0	0	3000	0	0	0	0	0	0	0	null				null	null	null	null
6100	5	巨人腰带	白色法师腰带1	白色法师腰带1	white	0.047	zb_hover_1	Icon_zb_150	15.0	0.150	1	1	0	1	0	0	0	0	0	20	0	0	0	0	0	0	0	0	null				null	null	null	null
6101	5	巨人腰带	白色法师腰带1	白色法师腰带1	white	0.053	zb_hover_1	Icon_zb_150	11.8	0.118	1	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	null				null	null	null	null
6102	5	巨人腰带	白色法师腰带1	白色法师腰带1	white	0.053	zb_hover_1	Icon_zb_150	10.1	0.101	0	1	0	1	0	0	0	0	0	94	0	0	0	0	0	0	0	0	null				null	null	null	null
6103	5	巨人腰带	白色法师腰带1	白色法师腰带1	white	0.054	zb_hover_1	Icon_zb_150	8.6	0.086	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	null				null	null	null	null
6104	5	巨人腰带	白色法师腰带1	白色法师腰带1	white	0.054	zb_hover_1	Icon_zb_150	10.4	0.104	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	null				null	null	null	null
6105	5	比蒙腰带	蓝色法师腰带2	蓝色法师腰带2	blue	0.051	zb_hover_2	Icon_zb_151	22.9	0.229	2	2	0	2	1	0	0	0	0	65	0	0	0	0	0	0	0	0	null				null	null	null	null
6106	5	比蒙腰带	蓝色法师腰带2	蓝色法师腰带2	blue	0.052	zb_hover_2	Icon_zb_151	22.4	0.224	2	1	0	1	0	0	0	0	0	99	0	0	0	0	0	0	0	0	null				null	null	null	null
6107	5	比蒙腰带	蓝色法师腰带2	蓝色法师腰带2	blue	0.053	zb_hover_2	Icon_zb_151	22.4	0.224	1	2	0	2	1	0	0	0	0	138	0	0	0	0	0	0	0	0	null				null	null	null	null
6108	5	比蒙腰带	蓝色法师腰带2	蓝色法师腰带2	blue	0.053	zb_hover_2	Icon_zb_151	21.3	0.213	1	1	0	1	0	0	0	0	0	164	0	0	0	0	0	0	0	0	null				null	null	null	null
6109	5	泰坦腰带	紫色法师腰带3	紫色法师腰带3	purple	0.051	zb_hover_3	Icon_zb_152	34.5	0.345	3	3	0	3	2	1	0	0	0	100	0	0	0	0	0	0	0	0	null				null	null	null	null
6110	5	泰坦腰带	紫色法师腰带3	紫色法师腰带3	purple	0.052	zb_hover_3	Icon_zb_152	27.1	0.271	2	2	0	2	1	0	0	0	0	121	0	0	0	0	0	0	0	0	null				null	null	null	null
6111	5	泰坦腰带	紫色法师腰带3	紫色法师腰带3	purple	0.053	zb_hover_3	Icon_zb_152	20.9	0.209	1	1	0	1	0	0	0	0	0	158	0	0	0	0	0	0	0	0	null				null	null	null	null
6112	5	泰坦腰带	紫色法师腰带3	紫色法师腰带3	purple	0.054	zb_hover_3	Icon_zb_152	14.2	0.142	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	null				null	null	null	null
6113	5	黄金腰带	金色法师腰带4	金色法师腰带4	gold	0.051	zb_hover_4	Icon_zb_153	53.5	0.536	4	4	0	4	3	2	1	0	0	135	0	0	0	0	0	0	0	0	null				null	null	null	null
6114	5	祖传腰带	橙色法师腰带5	橙色法师腰带5	epic	0.051	zb_hover_5	Icon_zb_154	62.8	0.628	5	5	0	5	4	3	2	1	0	199	0	0	0	0	0	0	0	0	null				null	null	null	null
6200	5	巨人腰带	白色战士腰带1	白色战士腰带1	white	0.048	zb_hover_1	Icon_zb_250	23.0	0.230	1	1	0	1	0	0	0	0	0	0	0	0	35	0	0	0	0	0	null				null	null	null	null
6201	5	巨人腰带	白色战士腰带1	白色战士腰带1	white	0.053	zb_hover_1	Icon_zb_250	10.9	0.110	1	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	null				null	null	null	null
6202	5	巨人腰带	白色战士腰带1	白色战士腰带1	white	0.053	zb_hover_1	Icon_zb_250	9.3	0.093	0	1	0	1	0	0	0	0	0	0	0	0	84	0	0	0	0	0	null				null	null	null	null
6203	5	巨人腰带	白色战士腰带1	白色战士腰带1	white	0.054	zb_hover_1	Icon_zb_250	8.7	0.087	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	null				null	null	null	null
