ID	MonsterName	HeadIcon	ModelID	walkAnimName	IdleAnimName	HurtAnimName	HurtAnimTime	DieAnimName	ShowAniName	DropOutID	movespeed	Radius	hp	lv	power	att	def	hprecover	crit	critdamage	ignoredef	hpabsorb	tough	IsOnlyDamageValue	BloodHight	AttackList	SkillList	AIConfig	VisableArea
Mon_ahsm_14	暗黑萨满		Mon_ahsm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.8	7276	15		328	225	0	387	328	0	0	387	FALSE	-0.05	annengdan	zhiliaotuteng	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{},{},{},{}]}	
Mon_ahsm_15	暗黑萨满		Mon_ahsm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.8	8981	16		408	271	0	482	408	0	0	482	FALSE	-0.05	annengdan	zhiliaotuteng	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{},{},{},{}]}	
Mon_ahsm_16	暗黑萨满		Mon_ahsm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.8	10686	17		488	317	0	577	488	0	0	577	FALSE	-0.05	annengdan	zhiliaotuteng	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{},{},{},{}]}	
Mon_ahsm_17	暗黑萨满		Mon_ahsm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.8	12391	18		568	363	0	672	568	0	0	672	FALSE	-0.05	annengdan	zhiliaotuteng	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{},{},{},{}]}	
Mon_ahsm_18	暗黑萨满		Mon_ahsm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.8	14096	19		648	409	0	767	648	0	0	767	FALSE	-0.05	annengdan	zhiliaotuteng	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{},{},{},{}]}	
Mon_ahsm_19	暗黑萨满		Mon_ahsm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.8	15802	20		728	455	0	860	728	0	0	860	FALSE	-0.05	annengdan	zhiliaotuteng	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{},{},{},{}]}	
Mon_ahsm_20	暗黑萨满		Mon_ahsm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.8	17802	21		934	500	0	948	934	0	0	948	FALSE	-0.05	annengdan	zhiliaotuteng	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{},{},{},{}]}	
Mon_ahsm_21	暗黑萨满		Mon_ahsm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.8	20663	22		1043	560	0	1056	1043	0	0	1056	FALSE	-0.05	annengdan	zhiliaotuteng	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{},{},{},{}]}	
Mon_ahsm_22	暗黑萨满		Mon_ahsm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.8	24324	23		1167	635	0	1184	1167	0	0	1184	FALSE	-0.05	annengdan	zhiliaotuteng	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{},{},{},{}]}	
Mon_ahsm_23	暗黑萨满		Mon_ahsm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.8	28785	24		1306	725	0	1332	1306	0	0	1332	FALSE	-0.05	annengdan	zhiliaotuteng	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{},{},{},{}]}	
Mon_ahsm_24	暗黑萨满		Mon_ahsm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.8	34106	25		1460	829	0	1500	1460	0	0	1500	FALSE	-0.05	annengdan	zhiliaotuteng	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{},{},{},{}]}	
Mon_stg_00	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	307	1		25	14	0	10	25	0	0	10	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_01	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	438	2		29	20	0	18	29	0	0	18	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_02	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	571	3		33	26	0	26	33	0	0	26	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_03	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	706	4		37	32	0	34	37	0	0	34	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_04	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	844	5		41	40	0	42	41	0	0	42	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_05	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	1020	6		64	54	0	62	64	0	0	62	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_06	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	1350	7		87	74	0	82	87	0	0	82	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_07	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	2080	8		110	94	0	102	110	0	0	102	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_08	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	3140	9		133	114	0	122	133	0	0	122	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_09	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	4169	10		156	132	0	142	156	0	0	142	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_10	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	5519	11		204	160	0	191	204	0	0	191	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_11	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	6869	12		252	188	0	240	252	0	0	240	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_12	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	8219	13		300	216	0	289	300	0	0	289	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_13	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	9569	14		348	244	0	338	348	0	0	338	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_14	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	10919	15		396	272	0	387	396	0	0	387	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_15	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	13476	16		490	330	0	482	490	0	0	482	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_16	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	16033	17		584	388	0	577	584	0	0	577	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_17	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	18590	18		678	446	0	672	678	0	0	672	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_18	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	21147	19		772	504	0	767	772	0	0	767	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_19	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	23704	20		866	562	0	860	866	0	0	860	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_20	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	26259	21		968	642	0	948	968	0	0	948	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_21	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	30314	22		1095	742	0	1056	1095	0	0	1056	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_22	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	35869	23		1247	862	0	1184	1247	0	0	1184	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_23	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	42924	24		1424	1002	0	1332	1424	0	0	1332	FALSE	-0.05	chuiji	chihuanshu		
Mon_stg_24	双头怪		Mon_stg_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	51480	25		1626	1162	0	1500	1626	0	0	1500	FALSE	-0.05	chuiji	chihuanshu		
Mon_yh_00	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	110	1		8	1	0	10	8	0	0	10	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_01	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	170	2		10	3	0	18	10	0	0	18	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_02	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	230	3		12	5	0	26	12	0	0	26	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_03	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	290	4		14	7	0	34	14	0	0	34	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_04	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	350	5		16	9	0	42	16	0	0	42	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_05	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	570	6		36	20	0	62	36	0	0	62	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_06	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	948	7		56	31	0	82	56	0	0	82	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_07	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	1426	8		76	42	0	102	76	0	0	102	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_08	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	2004	9		96	53	0	122	96	0	0	122	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_09	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	2680	10		116	65	0	142	116	0	0	142	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_10	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	3253	11		152	95	0	191	152	0	0	191	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_11	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	3926	12		188	125	0	240	188	0	0	240	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_12	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	4699	13		224	155	0	289	224	0	0	289	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_13	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	5572	14		260	185	0	338	260	0	0	338	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_14	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	6548	15		296	215	0	387	296	0	0	387	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_15	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	8083	16		374	262	0	482	374	0	0	482	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_16	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	9618	17		452	309	0	577	452	0	0	577	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_17	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	11153	18		530	356	0	672	530	0	0	672	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_18	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	12688	19		608	403	0	767	608	0	0	767	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_19	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	14222	20		686	450	0	860	686	0	0	860	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_20	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	16091	21		776	502	0	948	776	0	0	948	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_21	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	18660	22		881	569	0	1056	881	0	0	1056	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_22	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	21929	23		1001	651	0	1184	1001	0	0	1184	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_23	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	25898	24		1136	748	0	1332	1136	0	0	1332	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_yh_24	幽魂		Mon_yh_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	30566	25		1286	860	0	1500	1286	0	0	1500	FALSE	-0.05	youhunjian	lingnengfanpu	{"MoveConfig":{"MaxDistance":10,"MinDistance":3,"Close":false},"AttackConfig":{},"SkillConfig":[{"MinAttackCount":0},{},{},{}]}	
Mon_slm_00	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	180	1		18	0	0	10	18	0	0	10	FALSE	-0.05	suanjian			
Mon_slm_01	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	256	2		21	2	0	18	21	0	0	18	FALSE	-0.05	suanjian			
Mon_slm_02	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	331	3		24	4	0	26	24	0	0	26	FALSE	-0.05	suanjian			
Mon_slm_03	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	407	4		27	6	0	34	27	0	0	34	FALSE	-0.05	suanjian			
Mon_slm_04	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	482	5		30	8	0	42	30	0	0	42	FALSE	-0.05	suanjian			
Mon_slm_05	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	812	6		54	13	0	62	54	0	0	62	FALSE	-0.05	suanjian			
Mon_slm_06	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	1322	7		78	24	0	82	78	0	0	82	FALSE	-0.05	suanjian			
Mon_slm_07	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	1932	8		102	35	0	102	102	0	0	102	FALSE	-0.05	suanjian			
Mon_slm_08	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	2582	9		126	46	0	122	126	0	0	122	FALSE	-0.05	suanjian			
Mon_slm_09	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	3300	10		150	56	0	142	150	0	0	142	FALSE	-0.05	suanjian			
Mon_slm_10	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	4484	11		192	83	0	191	192	0	0	191	FALSE	-0.05	suanjian			
Mon_slm_11	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	5668	12		234	110	0	240	234	0	0	240	FALSE	-0.05	suanjian			
Mon_slm_12	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	6852	13		276	137	0	289	276	0	0	289	FALSE	-0.05	suanjian			
Mon_slm_13	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	8036	14		318	164	0	338	318	0	0	338	FALSE	-0.05	suanjian			
Mon_slm_14	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	9218	15		360	192	0	387	360	0	0	387	FALSE	-0.05	suanjian			
Mon_slm_15	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	11228	16		444	226	0	482	444	0	0	482	FALSE	-0.05	suanjian			
Mon_slm_16	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	13238	17		528	260	0	577	528	0	0	577	FALSE	-0.05	suanjian			
Mon_slm_17	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	15248	18		612	294	0	672	612	0	0	672	FALSE	-0.05	suanjian			
Mon_slm_18	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	17258	19		696	328	0	767	696	0	0	767	FALSE	-0.05	suanjian			
Mon_slm_19	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	19268	20		780	362	0	860	780	0	0	860	FALSE	-0.05	suanjian			
Mon_slm_20	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	21819	21		888	401	0	948	888	0	0	948	FALSE	-0.05	suanjian			
Mon_slm_21	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	25370	22		1016	450	0	1056	1016	0	0	1056	FALSE	-0.05	suanjian			
Mon_slm_22	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	29921	23		1164	509	0	1184	1164	0	0	1184	FALSE	-0.05	suanjian			
Mon_slm_23	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	35472	24		1342	578	0	1332	1342	0	0	1332	FALSE	-0.05	suanjian			
Mon_slm_24	史莱姆		Mon_slm_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	42021	25		1520	654	0	1500	1520	0	0	1500	FALSE	-0.05	suanjian			
Mon_my_00	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	110	1		5	0	0	10	5	0	0	10	FALSE	-0.05	ningshi			
Mon_my_01	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	170	2		6	2	0	18	6	0	0	18	FALSE	-0.05	ningshi			
Mon_my_02	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	230	3		7	4	0	26	7	0	0	26	FALSE	-0.05	ningshi			
Mon_my_03	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	290	4		8	6	0	34	8	0	0	34	FALSE	-0.05	ningshi			
Mon_my_04	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	350	5		9	8	0	42	9	0	0	42	FALSE	-0.05	ningshi			
Mon_my_05	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	570	6		27	13	0	62	27	0	0	62	FALSE	-0.05	ningshi			
Mon_my_06	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	948	7		45	24	0	82	45	0	0	82	FALSE	-0.05	ningshi			
Mon_my_07	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	1426	8		63	35	0	102	63	0	0	102	FALSE	-0.05	ningshi			
Mon_my_08	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	2004	9		81	46	0	122	81	0	0	122	FALSE	-0.05	ningshi			
Mon_my_09	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	2680	10		99	56	0	142	99	0	0	142	FALSE	-0.05	ningshi			
Mon_my_10	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	3253	11		139	83	0	191	139	0	0	191	FALSE	-0.05	ningshi			
Mon_my_11	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	3926	12		179	110	0	240	179	0	0	240	FALSE	-0.05	ningshi			
Mon_my_12	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	4699	13		219	137	0	289	219	0	0	289	FALSE	-0.05	ningshi			
Mon_my_13	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	5572	14		259	164	0	338	259	0	0	338	FALSE	-0.05	ningshi			
Mon_my_14	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	6548	15		299	192	0	387	299	0	0	387	FALSE	-0.05	ningshi			
Mon_my_15	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	8083	16		353	226	0	482	353	0	0	482	FALSE	-0.05	ningshi			
Mon_my_16	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	9618	17		407	260	0	577	407	0	0	577	FALSE	-0.05	ningshi			
Mon_my_17	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	11153	18		461	294	0	672	461	0	0	672	FALSE	-0.05	ningshi			
Mon_my_18	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	12688	19		515	328	0	767	515	0	0	767	FALSE	-0.05	ningshi			
Mon_my_19	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	14222	20		569	362	0	860	569	0	0	860	FALSE	-0.05	ningshi			
Mon_my_20	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	16091	21		643	401	0	948	643	0	0	948	FALSE	-0.05	ningshi			
Mon_my_21	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	18660	22		737	450	0	1056	737	0	0	1056	FALSE	-0.05	ningshi			
Mon_my_22	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	21929	23		851	509	0	1184	851	0	0	1184	FALSE	-0.05	ningshi			
Mon_my_23	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	25898	24		985	578	0	1332	985	0	0	1332	FALSE	-0.05	ningshi			
Mon_my_24	魔眼		Mon_my_00	xingzou	daiji	shoushang	0.2	siwang	show	jinbi	3	1.5	30566	25		1139	654	0	1500	1139	0	0	1500	FALSE	-0.05	ningshi			
